text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
مافي مشكله بالخلق الي قرفها واضح بدون مايستشرفون البلاء في راعين الشرف وهم اقرف خلق الله,1,0,1,0,0,0,0,0,0,0,0
لانها لم تستطع تغير طريقه مذاكرتها من التكرار الشفهي الي التكرار الكتابي فخرجت من الكورس دون ادني فائده ولم تستمر فيه فوبيا التغيير,0,0,0,1,0,0,0,1,1,0,0
قبل خمس سنوات لو احد اقترح علي فيلم رعب كنت بطالعه علي طول وراح اتحمس واستمتع بلحظه التوتر خلال مشاهده الفيلم رعب,0,0,0,1,0,0,0,0,0,0,0
وبعدين معاك مطلع ميتني ليه القلب اشتكي من قله الهشتكه,1,0,1,0,0,0,0,1,1,0,0
هو مب اني متضايقه لا بس شبه عتاب,1,0,0,0,0,0,0,0,1,0,0
اما بالنسبه للناس اللي وجعوني و حرقوا قلبي ف انا مش مسامحه حد و يارب ما تشوفوا راحه دنيا ولا اخره ان شاء الله عدلا و ليس حقدا ,1,0,0,0,0,0,0,0,1,0,0
اريد الانتحار 🐸 امنعني بثلاث كلمات خليني اشوف اسلوبك ف الاقناع 😃,0,1,0,0,0,0,0,1,1,0,0
لا ي هيام والله قلبي مش مستحمل كميه الوجع ده هنفضل لحد امتي بيروح منا ناس ملهمش سبب هنفضل لحد امتي عايشين في خوف وذعر,1,0,0,1,0,0,0,1,1,0,0
شنو ذنبي ككويتيه او عربيه انشتم عشان في وحده نفس جنسيتي او عرقي عذبت خادمتها وانتهكت انسانيتها شتم بالجمله,1,0,1,0,0,0,0,1,1,0,0
اول ساعه بعد مااصحي عباره عن صمت عشان مو كويس اتكلم وانا ماشبعت نوم 🙃 جوع نوم,1,0,0,0,0,0,0,0,0,0,0
ترا انا انسان زيكم تعالوا سولفوا معي احس بالوحده,0,0,0,0,0,0,0,0,1,0,0
بمناسبه الموضوع ده انا سامحت كتير وشعوري بالتسامح اعلي بكتير من شعوري بالانتقام بس فيه شخصيتين فحياتي بكرهم لدرجه مش عاوز اسامحهم اصلا ,1,0,1,0,0,0,0,0,0,0,0
عيد سعيد عليكم وكل سنه وانتو طيبين 😁 💗 🎉,0,0,0,0,1,1,0,0,0,0,0
سيلفي دائما يحاولون يستفزونا مافيه احد يعمل كذا بامه ليه ماخلوا القصه عن عيال بارين بامهم ليه دايم السلبيه والملعنه مصدر الالهام لهم,1,0,1,0,0,0,0,0,0,0,0
معني الالم رمضان قرب وفقيد قلبك مو معاك قمه الالم والتعب💔,0,0,0,0,0,0,0,0,1,0,0
واحيانا الدنيا بتحاسبنا علي اشياء مالنا ذنب فيها وبنلاقي نفسنا بندفع تمنها بدون وجه حق,1,0,0,0,0,0,0,1,1,0,0
وخز الضمير مؤلم و لكنه نعمه,0,0,0,1,0,0,0,0,1,0,0
هو مش بياكل وبيشرب خلاص الناس التاني تولع بجاز وسخ مش عارف اخرتها ايه معاه ربنا ينتقم منه,1,0,0,0,0,0,0,1,0,0,0
هواء خوف توتر ارهاق نوم جوع قلق ارق كل شي كل شي,1,0,0,1,0,0,0,0,0,0,0
علي كثر الي بيننا صار علي كثر الجفا والزعل وعلي كثر الحنين تدري اني من غبت ما حل مكانك حد مكانك خالي لين يومك,1,0,0,0,0,0,0,0,1,0,0
افاا حلوه ريحته طيب 😂 فيه مرطبات كثير كويسه بعد بس شوفي اللي يناسبك وفادك واستمري عليه,0,0,0,0,1,1,0,0,0,0,0
حزين ربما وربما وحيد هكذا دائما احفر في ظلام الليل علني اجد من يشبهني يعرف لون حزني ووحدتي يتعلق بي ويحبني ياتي الي وياخذني هكذا بلا سبب,0,0,0,0,0,0,0,0,1,0,0
الواحد حواليه كميه تكفيه قروون لقداام والله الدنيا كلها بقيت بؤس وكابه متعرفش ده غضب من ربنا ولا ايه 😔💔,1,0,0,0,0,0,0,1,1,0,0
صباح الخير يا فرحه سجين لاعته الاحزان الي منه ذكر ب انك حبيبه ضاعت احزانه ,0,0,0,0,0,1,0,0,1,0,0
الشي الاحلي ان الفيلم مبني علي قصه حقيقيه عرفني علي مرض اول مره اعرفه و كنت اتوقعه نفسي لكنه عضوي و اعراضه جد مرعبه 💔 💔,0,0,0,1,0,0,0,0,0,0,0
نوبات هلع شعور عارم بتمزيق اي شيء صداع قاتل رغبه بالقيء ينتابك هذا الخليط المقزز و انت تخبر من امامك بانك بخير ولا شيء يدعو للقلق,1,0,1,1,0,0,0,1,1,0,0
مو باقي غير الاهلي يجملها بكره وتكتمل فرحتي 😍😍,0,0,0,0,1,1,1,0,0,0,0
السلام عليكم فجاه وبدون سابق انذار ظهرت لي مديونيه بيجر بقيمه قبل سنه المشكله سويت اعتراض ولم اجد رد حتي الان,1,0,0,0,0,0,0,0,0,1,0
مااقدر اسهي عنه بالفرح احس بغصه لانه مو معنا,0,0,0,0,0,1,0,0,1,0,0
ارفع رجولك لما تمشي عيب عليك تجرها ضوضاء ازعاج سمعي قلق,1,0,0,1,0,0,0,0,0,0,0
فرحه دخول رمضان عالقلب تسوي الملايين الحمدلله اللهم انزل السكينه و الطمانينه علي قلوبنا ♥ ♥,0,0,0,0,1,0,1,0,0,0,0
قالت له انا سريعه الغضب فاجابها ساحتضنك حين تغضبين فقالت اذا سابقي غاضبه لكي ابقي في حضنك ناس فاضيه والله العظيم وش عشاكم الليله,1,0,1,0,0,0,0,0,0,0,0
لهلا كل ما اسمع حدا بحكي لابنه او بنته يقوموا يدرسوا بنقُز فوبيا قومي ادرسي,1,0,0,1,0,0,0,0,0,0,0
مش فاهمه بتفرج ع كفر دلهاب ليه كل يوم الوقت دا والبيت كله نايم لو قاصده ارعب نفسي مش هعمل كده 💔😂👻👻,0,0,0,1,0,0,0,0,0,1,0
ان الفرح نكهه نحن صناعها حتي مع اولئك الذين ظنناهم سببا في ابتهاجنا نحن من اعطيناهم فتيل سعادتنا محبتنا لهم هي التي تشعلها وهي التي تخمدها,0,0,0,0,1,0,0,0,0,0,0
نصيحه لا تسوق في شوارعنا بالرياض وقت الافطار ووقت السحور لان فيها ناس ممكن يموت بس يلحق الفطور او السحور شي مرعب جداً وين المرور عنهم ,0,0,0,1,0,0,0,0,0,0,0
الفرحه انك تعرف مين الي ليك الفرحه انك,0,0,0,0,1,1,1,0,0,0,0
دا كود شحن ب جونيه بتاع الفرحه فرحتك قوه,0,0,0,0,1,0,0,0,0,0,0
كلامك حلو بس معني انك قولته انك حاسس بالندم او مش واثق من اللي انت عملته,0,0,0,0,0,0,0,1,0,0,0
اغضب فان الله لا يرضي الهوان لامه كانت ورب الناس خير العالمين 😠 لاجل الاقصي البوابات لا سواعد فلسطين فريق نبض الوطن,1,0,0,0,0,0,0,0,0,0,0
بدا ينكمش علي نفسه من شده البكاء وقد انكمش جدا حتي انه لم يعد له ظل ولولا هذا الخوف الذي يملا قلبه لتاكد بانه لم يعد موجودا•,0,0,0,1,0,0,0,1,1,0,0
محتاج افضفض لاحد اذا ممكن يجي بيبي 😢 طفش طفشانه ملل فضفضه بيبي كيك بوب كورن حب فراق صوت كتابه,0,0,0,0,0,0,0,1,1,0,0
اعجاب حب زواج نهايه سعيده,0,0,0,0,1,1,1,0,0,0,0
احتاج افرغ غضبي علي احد بس محد له ذنب فلذلك اتطرق للانعزال,1,0,0,0,0,0,0,0,1,0,0
صباح التوفيق والرضا والسعاده وراحه البال,0,0,0,0,1,0,1,0,0,0,0
نفسي ف مفاجاه تخليني منشكح انشكاح منشكحهوش منشكح في تاريخ المنشكحين 😅,0,1,0,0,1,1,1,0,0,1,0
ارتياح شعبي ورسمي بالغ لمحاصره الارهاب القطري اليوم السعوديه,0,0,0,0,1,0,0,0,0,0,0
لم اعد احتمل المفاجئات والانكسارات والحرمان والفقد ف رفقا بي ياازمن مراره رماد العمر جنون قلم للدعم,0,0,0,0,0,0,0,1,1,0,0
هناك بخل لا يدخل في خانه المال ابدا فهناك بخيل الاخلاق وبخيل الابتسامه وبخيل الصدق والامانه ❗ وابشعهم واقبحهم بخيل لا يتمني الخير لاحد 👿,0,0,1,0,0,0,0,1,1,0,0
دي عالم بارده هو احنا بنتكلم في السياسه اﻻ علشان خوفنا علي بلدنا,1,0,1,1,0,0,0,0,0,0,0
حلو انك تكتفي باللي يقدرون وجودك معاهم وتشوف السعاده فيهم وتتجاهل اللي م يشوف منك شي قد م تعطيه,0,0,0,0,0,1,1,0,0,0,0
الم يصلك بكاء قلبي قبل ان تبكي عيناي انا مذعور وانت بعيد ولن يهدء ذعري الا ب رحمه الله كتاباتي دعها كماهي,0,0,0,1,0,0,0,0,1,0,0
هذا المساء احتاجك لذا فا الكلمات وان احتشدت علي السطر لن تفي وصفا تنهيده حرف غصه افتقاد تناهيد,1,0,0,0,0,0,0,0,1,0,0
فيني حنين وشوق تجاوزت انا حدي ,0,0,0,0,0,0,0,0,1,0,0
النقاش مع شخص تحبه وتثق فيه مفيد جدا في تخفيف التوتر والاكتئاب ويمنحك ثقه كبيره في نفسك متي تتخلص السعوديه من التشدد,0,0,0,0,0,1,1,0,0,0,0
مدير شرطه يدهس شاب عمد لكل من يستهتر ب حياه الناس لزم يتعاقب 😤,1,0,1,0,0,0,0,0,0,0,0
جميل هو الوقت حين يمضي وانت تتحدث مع شخص يعني لك الكثير تتناقش معه تشد وترخي تاخذ وتعطي تمازحه تستفزه وكلك ثقه بانك لن تضايقه العلقم الشهد,0,0,0,0,1,1,0,0,0,0,1
لغه التعاطف بعد كل قناع يسقط وبعد كل عمل حقير يحاك ضد المملكه ينكشف عدد من الخنازير والكلاب الظاله وتظهر نواياهم وامانيهم قبحهم الله,1,0,1,0,0,0,0,0,0,0,0
باقي ساعتين ونص 😄,0,1,0,0,1,0,1,0,0,0,0
صمتك اليوم عار قولها ولا تخف من بطش استبداد غشوم ولا تتخلي عن ارض بلادك تحت وهم مصلحه زائفه تيران وصنافير مصريه,1,0,1,0,0,0,0,0,0,0,0
ترمب قطر تمول الارهاب خوفنا علي مجلس التعاون لايعني ان نسكت علي خيانه ولو اعلنت عداوتها صريحه افضل من حياكه المؤامرات والدسائس,1,0,1,0,0,0,0,0,0,0,0
اكيد بكون مرتبكه و ارتجاف,0,1,0,1,0,0,0,0,1,0,0
نمت ٩ ونص وصحيت وحده عجزت انام من القلق 💔,0,0,0,1,0,0,0,0,1,0,0
عيد ميلاد سعيد للفنانه الجميله قمر طارق من الاردن من محبيكي و متابع لجميع اعمالك الفنيه,0,0,0,0,1,1,0,0,0,0,0
انا حانق عليهم في موضوع ريد ديد يعني نخرف التاريخ عشان خاطرهم,1,0,1,0,0,0,0,0,0,0,0
لاول مره اشعر بانني وحيد وبانني املك مصيري بيدي شعور بالفزع انتابني حين شعرت بان لا ملجا الي سواي,0,0,0,1,0,0,0,0,1,0,0
بحس ان اي سُلطه في البلد بتستخدم اسلوب التخويف و احنا بنحبط و بنغضب بس عمرنا ما نتجرا نرد مفيش حاجه تحميك او تضمنلك حقك البقاء للاقوي,1,0,0,1,0,0,0,1,0,0,0
احلي ابتسامه ربنا يتمم شفاكي ع خير والرب يكون معاكي دايما 😊,0,0,0,0,1,1,1,0,0,0,0
رنه المنبه بالنسبالي بقي عباره عن كابوس ولو سمعتها في اي وقت او مع اي حد بتوتر,1,0,0,1,0,0,0,0,1,0,0
كل عام وانتم بخير والله يسعدكم سعاده م بعدها شقي وجعل عيونكم م تدمع الا دموع فرح ي رب للجميع بدون استثناء❤️❤️,0,0,0,0,1,1,1,0,0,0,0
اتمني ان اكون انسانا من جديد ان اعيش مثل اي شخص اخر ان يكون لي بيت و مستقبل ان اعيش حياه عاديه مثلما يعيش غيري او اقل المهم دون خوف,0,1,0,1,0,0,1,0,0,0,0
خوف ارتجاف رغبه بالبكاء حنين فراغ في الصدر تفتت القلب رعشه الاضلاع افكار انتحاريهوجوه عابره اصوات راسخه اغاني تزيد الحنين وانفاس تهد الحيل,0,0,0,1,0,0,0,1,1,0,0
الشعب القطري مصدوم مهموم مغموم حالته يرثي لها الشعب السعودي من قو الصدمه قام يطقطق و ينكت تراه مو وقته والله 😕 👌 🏻 😒 قطع العلاقات مع قطر,1,0,1,0,0,0,0,1,1,0,0
اقدر اجزم ان ثلاث ارباعكم ما جرب شعور الكابه والاغلبيه اخذينها من باب الكشخه قرف يع,1,0,0,0,0,0,0,1,1,0,0
لسه في امل 😄 طالما التفاؤل موجود 😊 لعله خير ,0,0,0,0,1,0,1,0,0,0,0
مهما كنت خائفه ان تغادرني يوما لايكاد يكون خوفي شيئا امام رهبتي ان كل مافات لم يكن حبا وانني لم اكن شيئا يلمس قلبك وتخيفك خسارته,0,0,0,1,0,1,0,0,1,0,0
ما كنت متخيل انها علي ارض الواقع بهذا الجمال اه يا جماله بتزوجه خلاص لقيت اللي طولي عمري اتمناه و كان مالي المكان سعاده و متعه 😻 🔥,0,0,0,0,1,1,1,0,0,0,0
يوم ياخذ الموت شخص عزيز علي قلبك وتشتاق له وصوتك ماينسمع ودموعك ماتوصله لاتقدر تراقبه من بعيد ولا حتي تتطمن في ذي اللحظه بتعرف شمعني الفقد,0,0,0,0,0,0,0,0,1,0,0
